id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
733979,"St. Louis, Missouri",2014-05-05,PV Tambe,	Busch Stadium,0,Milwaukee Brewers,Chicago Cubs,Chicago Cubs,field,Milwaukee Brewers,runs,10,N,NA,NJ Llong,CK Nandan
733981,Washington DC,2014-05-05,DR Smith,Nationals Park,0,Washington Nationals,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,8,N,NA,RM Deshpande,BNJ Oxenford
733983,Cumberland,2014-05-06,Ian Anderson,Truist Park,0,Atlanta Braves,New York Mets,New York Mets,Pitch,Atlanta Braves,runs,19,N,NA,S Ravi,K Srinath
733985,Washington DC,2014-05-07,G Gambhir,Nationals Park,0,Washington Nationals,Chicago Cubs,Washington Nationals,bat,Chicago Cubs,wickets,8,N,NA,BNJ Oxenford,C Shamshuddin
733987,Detroit ,2014-05-07,GJ Maxwell,Comerica Park,0,Philadelphia Phillies,San Francisco Giants,San Francisco Giants,field,Philadelphia Phillies,runs,44,N,NA,HDPK Dharmasena,PG Pathak
733989,"St. Louis, Missouri",2014-05-08,B Kumar,	Busch Stadium,0,Milwaukee Brewers,Tampa Bay Rays,Milwaukee Brewers,field,Tampa Bay Rays,runs,32,N,NA,AK Chaudhary,NJ Llong
733991,"Queens, New York",2014-05-09,Sandeep Sharma,Citi Field,0,New York Mets,Philadelphia Phillies,New York Mets,field,Philadelphia Phillies,runs,32,N,NA,S Ravi,K Srinath
733993,Washington DC,2014-05-10,DW Steyn,Nationals Park,0,Washington Nationals,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,8,N,D/L,RM Deshpande,BNJ Oxenford
733995,Cumberland,2014-05-10,Ian Anderson,Truist Park,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,Pitch,San Francisco Giants,wickets,4,N,NA,HDPK Dharmasena,VA Kulkarni
733997,Detroit ,2014-05-11,G Gambhir,Comerica Park,0,Philadelphia Phillies,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,9,N,NA,NJ Llong,CK Nandan
733999,"Queens, New York",2014-05-11,JP Faulkner,Citi Field,0,New York Mets,Milwaukee Brewers,New York Mets,bat,Milwaukee Brewers,wickets,5,N,NA,S Ravi,RJ Tucker
734001,Oakland,2014-05-12,AT Rayudu,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,bat,Atlanta Braves,wickets,7,N,NA,HDPK Dharmasena,VA Kulkarni
734003,Oakland,2014-05-13,RA Jadeja,	RingCentral Coliseum,0,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers,bat,San Francisco Giants,wickets,5,N,NA,BNJ Oxenford,C Shamshuddin
734005,"Queens, New York",2014-05-13,Yuvraj Singh,Citi Field,0,New York Mets,Washington Nationals,Washington Nationals,field,New York Mets,runs,16,N,NA,K Srinath,RJ Tucker
734007,Oakland,2014-05-14,WP Saha,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,VA Kulkarni,PG Pathak
734009,Detroit ,2014-05-14,RV Uthappa,Comerica Park,0,Chicago Cubs,Atlanta Braves,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,AK Chaudhary,NJ Llong
734011,"St. Louis, Missouri",2014-05-15,AM Rahane,	Busch Stadium,0,Milwaukee Brewers,Washington Nationals,Washington Nationals,field,Milwaukee Brewers,runs,62,N,NA,S Ravi,RJ Tucker
734013,Oakland,2014-05-18,AB de Villiers,	RingCentral Coliseum,0,San Francisco Giants,New York Mets,San Francisco Giants,bat,New York Mets,wickets,5,N,NA,BNJ Oxenford,C Shamshuddin
734015,Oakland,2014-05-18,UT Yadav,RingCentral Coliseum,0,Tampa Bay Rays,Chicago Cubs,Tampa Bay Rays,bat,Chicago Cubs,wickets,7,N,NA,NJ Llong,CK Nandan
734017,"St. Louis, Missouri",2014-05-19,MEK Hussey,	Busch Stadium,0,Milwaukee Brewers,Atlanta Braves,Atlanta Braves,bat,Atlanta Braves,runs,25,N,NA,S Ravi,RJ Tucker
734019,Washington DC,2014-05-19,AR Patel,Nationals Park,0,Washington Nationals,Philadelphia Phillies,Philadelphia Phillies,field,Philadelphia Phillies,wickets,4,N,NA,HDPK Dharmasena,PG Pathak
734021,Oakland,2014-05-20,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,New York Mets,bat,Tampa Bay Rays,wickets,7,N,NA,AK Chaudhary,NJ Llong
734023,Chicago,2014-05-20,RV Uthappa,	Guaranteed Rate Field,0,Chicago Cubs,San Francisco Giants,Chicago Cubs,field,Chicago Cubs,wickets,8,N,NA,RM Deshpande,C Shamshuddin
734025,Philadelphia,2014-05-21,LMP Simmons,Citizens Bank Park,0,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,7,N,NA,HDPK Dharmasena,VA Kulkarni
734027,Chicago,2014-05-22,RV Uthappa,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,New York Mets,field,Chicago Cubs,runs,30,N,NA,AK Chaudhary,CK Nandan
734029,Oakland,2014-05-22,DA Warner,	RingCentral Coliseum,0,San Francisco Giants,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,6,N,NA,BNJ Oxenford,C Shamshuddin
734031,Cumberland,2014-05-23,Grant Dayton,Truist Park,0,Atlanta Braves,Washington Nationals,Washington Nationals,Pitch,Atlanta Braves,runs,15,N,NA,S Ravi,RJ Tucker
734033,Philadelphia,2014-05-23,SE Marsh,Citizens Bank Park,0,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,field,Philadelphia Phillies,runs,16,N,NA,HDPK Dharmasena,PG Pathak
734035,"Queens, New York",2014-05-24,MS Dhoni,Citi Field,0,New York Mets,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,8,N,NA,AK Chaudhary,NJ Llong
734037,Chicago,2014-05-24,YK Pathan,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Chicago Cubs,field,Chicago Cubs,wickets,4,N,NA,RM Deshpande,BNJ Oxenford
734039,Philadelphia,2014-05-25,M Vohra,Citizens Bank Park,0,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,field,Philadelphia Phillies,wickets,7,N,NA,HDPK Dharmasena,VA Kulkarni
734041,Cumberland,2014-05-25,Grant Dayton,Truist Park,0,Atlanta Braves,Milwaukee Brewers,Atlanta Braves,Pitch,Atlanta Braves,wickets,5,N,NA,K Srinath,RJ Tucker
734043,Chicago,2014-05-27,UT Yadav,Guaranteed Rate Field,0,Philadelphia Phillies,Chicago Cubs,Philadelphia Phillies,field,Chicago Cubs,runs,28,N,NA,NJ Llong,S Ravi
734045,Cumberland,2014-05-28,SK Raina,Truist Park,0,San Francisco Giants,Atlanta Braves,San Francisco Giants,field,San Francisco Giants,wickets,7,N,NA,VA Kulkarni,BNJ Oxenford
734047,Cumberland,2014-05-30,V Sehwag,Truist Park,0,San Francisco Giants,Philadelphia Phillies,San Francisco Giants,field,Philadelphia Phillies,runs,24,N,NA,HDPK Dharmasena,RJ Tucker
734049,"Queens, New York",2014-06-01,MK Pandey,Citi Field,0,Chicago Cubs,Philadelphia Phillies,Chicago Cubs,field,Chicago Cubs,wickets,3,N,NA,HDPK Dharmasena,BNJ Oxenford
829705,Chicago,2015-04-08,M Morkel,	Guaranteed Rate Field,0,Chicago Cubs,Atlanta Braves,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,S Ravi,C Shamshuddin
829707,Detroit ,2015-04-09,A Nehra,Comerica Park,0,San Francisco Giants,Washington Nationals,Washington Nationals,field,San Francisco Giants,runs,1,N,NA,RK Illingworth,VA Kulkarni
829709,San Diego,2015-04-10,JP Faulkner,	Petco Park,0,Philadelphia Phillies,Milwaukee Brewers,Philadelphia Phillies,field,Milwaukee Brewers,runs,26,N,NA,SD Fry,CB Gaffaney
829711,Detroit ,2015-04-11,BB McCullum,Comerica Park,0,San Francisco Giants,Tampa Bay Rays,San Francisco Giants,bat,San Francisco Giants,runs,45,N,NA,RK Illingworth,VA Kulkarni
829713,Chicago,2015-04-11,CH Gayle,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,New York Mets,field,New York Mets,wickets,3,N,NA,S Ravi,C Shamshuddin
829715,Washington DC,2015-04-12,DJ Hooda,Nationals Park,0,Washington Nationals,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,3,N,NA,SD Fry,CB Gaffaney
829717,Cumberland,2015-04-12,Grant Dayton,Truist Park,0,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,Pitch,Philadelphia Phillies,runs,18,N,NA,AK Chaudhary,K Srinivasan
829719,"Queens, New York",2015-04-13,DA Warner,Citi Field,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,8,N,NA,RM Deshpande,RK Illingworth
829721,"St. Louis, Missouri",2015-04-14,SPD Smith,	Busch Stadium,0,Milwaukee Brewers,Atlanta Braves,Atlanta Braves,bat,Milwaukee Brewers,wickets,7,N,NA,AK Chaudhary,SD Fry
829723,Chicago,2015-04-30,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,San Francisco Giants,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,AK Chaudhary,M Erasmus
829725,San Diego,2015-04-15,MA Agarwal,	Petco Park,0,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,bat,Washington Nationals,wickets,5,N,NA,CB Gaffaney,K Srinath
829727,St. Petersburg,2015-04-16,AM Rahane,	Tropicana Field,0,Tampa Bay Rays,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,6,N,NA,PG Pathak,S Ravi
829729,Cumberland,2015-04-17,Grant Dayton,Truist Park,0,Atlanta Braves,San Francisco Giants,Atlanta Braves,Pitch,San Francisco Giants,wickets,6,N,NA,AK Chaudhary,M Erasmus
829731,St. Petersburg,2015-04-18,JP Duminy,	Tropicana Field,0,Tampa Bay Rays,Washington Nationals,Washington Nationals,bat,Washington Nationals,runs,4,N,NA,PG Pathak,S Ravi
829733,San Diego,2015-04-18,AD Russell,	Petco Park,0,Philadelphia Phillies,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,4,N,NA,SD Fry,CK Nandan
829735,"St. Louis, Missouri",2015-04-19,AM Rahane,	Busch Stadium,0,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,bat,Milwaukee Brewers,wickets,8,N,NA,AK Chaudhary,M Erasmus
829737,"Queens, New York",2015-04-19,Harbhajan Singh,Citi Field,0,New York Mets,Atlanta Braves,New York Mets,field,Atlanta Braves,runs,18,N,NA,RK Illingworth,VA Kulkarni
829739,Washington DC,2015-04-20,UT Yadav,Nationals Park,0,Washington Nationals,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,SD Fry,CB Gaffaney
829741,"St. Louis, Missouri",2015-04-21,SE Marsh,	Busch Stadium,0,Milwaukee Brewers,Philadelphia Phillies,Philadelphia Phillies,field,Philadelphia Phillies,tie,NA,Y,NA,M Erasmus,S Ravi
829743,St. Petersburg,2015-04-22,DA Warner,	Tropicana Field,0,Tampa Bay Rays,Chicago Cubs,Chicago Cubs,field,Tampa Bay Rays,runs,16,N,D/L,RK Illingworth,VA Kulkarni
829745,"Queens, New York",2015-04-22,SK Raina,Citi Field,0,New York Mets,San Francisco Giants,New York Mets,field,San Francisco Giants,runs,27,N,NA,JD Cloete,C Shamshuddin
829747,Washington DC,2015-04-23,SS Iyer,Nationals Park,0,Washington Nationals,Atlanta Braves,Atlanta Braves,field,Washington Nationals,runs,37,N,NA,SD Fry,CK Nandan
829749,"St. Louis, Missouri",2015-04-24,MA Starc,	Busch Stadium,0,Milwaukee Brewers,New York Mets,New York Mets,field,New York Mets,wickets,9,N,NA,M Erasmus,S Ravi
829751,Cumberland,2015-04-25,Grant Dayton,Truist Park,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,Pitch,Atlanta Braves,runs,20,N,NA,HDPK Dharmasena,CB Gaffaney
829753,Detroit ,2015-04-25,BB McCullum,Comerica Park,0,San Francisco Giants,Philadelphia Phillies,San Francisco Giants,bat,San Francisco Giants,runs,97,N,NA,JD Cloete,C Shamshuddin
829757,Washington DC,2015-04-26,VR Aaron,Nationals Park,0,Washington Nationals,New York Mets,New York Mets,field,New York Mets,wickets,10,N,NA,M Erasmus,S Ravi
829759,Philadelphia,2015-04-27,TA Boult,Citizens Bank Park,0,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies,field,Tampa Bay Rays,runs,20,N,NA,HDPK Dharmasena,CB Gaffaney
829761,Chicago,2015-05-07,PP Chawla,	Guaranteed Rate Field,0,Chicago Cubs,Washington Nationals,Chicago Cubs,bat,Chicago Cubs,runs,13,N,NA,AK Chaudhary,M Erasmus
829763,"Queens, New York",2015-04-29,NA,Citi Field,0,New York Mets,Milwaukee Brewers,Milwaukee Brewers,field,NA,NA,NA,NA,NA,JD Cloete,PG Pathak
829765,Detroit ,2015-04-28,DJ Bravo,Comerica Park,0,San Francisco Giants,Chicago Cubs,Chicago Cubs,field,San Francisco Giants,runs,2,N,NA,RM Deshpande,VA Kulkarni
829767,Washington DC,2015-05-01,NM Coulter-Nile,Nationals Park,0,Washington Nationals,Philadelphia Phillies,Washington Nationals,field,Washington Nationals,wickets,9,N,NA,RK Illingworth,S Ravi
829769,Cumberland,2015-05-01,Grant Dayton,Truist Park,0,Atlanta Braves,Milwaukee Brewers,Milwaukee Brewers,Pitch,Atlanta Braves,runs,8,N,NA,HDPK Dharmasena,CK Nandan
829771,"Queens, New York",2015-05-02,Mandeep Singh,Citi Field,0,New York Mets,Chicago Cubs,New York Mets,field,New York Mets,wickets,7,N,NA,JD Cloete,PG Pathak
829773,Oakland,2015-05-02,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,San Francisco Giants,San Francisco Giants,field,Tampa Bay Rays,runs,22,N,NA,AK Chaudhary,K Srinivasan
829775,Philadelphia,2015-05-03,LMP Simmons,Citizens Bank Park,0,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,bat,Atlanta Braves,runs,23,N,NA,RK Illingworth,VA Kulkarni
829777,Cumberland,2015-05-03,AM Rahane,Truist Park,0,Milwaukee Brewers,Washington Nationals,Washington Nationals,field,Milwaukee Brewers,runs,14,N,NA,HDPK Dharmasena,CB Gaffaney
829779,Detroit ,2015-05-04,SK Raina,Comerica Park,0,San Francisco Giants,New York Mets,San Francisco Giants,bat,San Francisco Giants,runs,24,N,NA,C Shamshuddin,K Srinath
829781,Chicago,2015-05-04,UT Yadav,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,field,Chicago Cubs,runs,35,N,NA,AK Chaudhary,M Erasmus
829783,Cumberland,2015-05-05,Grant Dayton,Truist Park,0,Atlanta Braves,Washington Nationals,Washington Nationals,Pitch,Atlanta Braves,wickets,5,N,NA,HDPK Dharmasena,CB Gaffaney
829785,"Queens, New York",2015-05-06,CH Gayle,Citi Field,0,New York Mets,Philadelphia Phillies,Philadelphia Phillies,field,New York Mets,runs,138,N,NA,RK Illingworth,VA Kulkarni
829787,Cumberland,2015-05-07,EJG Morgan,Truist Park,0,Milwaukee Brewers,Tampa Bay Rays,Milwaukee Brewers,field,Tampa Bay Rays,runs,7,N,NA,JD Cloete,C Shamshuddin
829789,Detroit ,2015-05-08,HH Pandya,Comerica Park,0,San Francisco Giants,Atlanta Braves,San Francisco Giants,bat,Atlanta Braves,wickets,6,N,NA,CB Gaffaney,CK Nandan
829791,Chicago,2015-05-09,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Philadelphia Phillies,Philadelphia Phillies,bat,Chicago Cubs,wickets,1,N,NA,AK Chaudhary,HDPK Dharmasena
829793,Pittsburgh,2015-05-09,MC Henriques,PNC Park,0,Washington Nationals,Tampa Bay Rays,Tampa Bay Rays,bat,Tampa Bay Rays,runs,6,N,NA,VA Kulkarni,S Ravi
829795,Cumberland,2015-05-10,Grant Dayton,Truist Park,0,Atlanta Braves,New York Mets,New York Mets,Pitch,New York Mets,runs,39,N,NA,JD Cloete,C Shamshuddin
829797,Detroit ,2015-05-10,RA Jadeja,Comerica Park,0,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,bat,San Francisco Giants,runs,12,N,NA,M Erasmus,CK Nandan
829799,Oakland,2015-05-11,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Tampa Bay Rays,bat,Tampa Bay Rays,runs,5,N,NA,AK Chaudhary,HDPK Dharmasena
829801,Pittsburgh,2015-05-12,Z Khan,PNC Park,0,Washington Nationals,San Francisco Giants,San Francisco Giants,bat,Washington Nationals,wickets,6,N,NA,RK Illingworth,VA Kulkarni
829803,Philadelphia,2015-05-13,AR Patel,Citizens Bank Park,0,Philadelphia Phillies,New York Mets,New York Mets,field,Philadelphia Phillies,runs,22,N,NA,JD Cloete,C Shamshuddin
829805,Cumberland,2015-05-14,Grant Dayton,Truist Park,0,Atlanta Braves,Chicago Cubs,Chicago Cubs,Pitch,Atlanta Braves,runs,5,N,NA,RK Illingworth,VA Kulkarni
829807,Oakland,2015-05-15,V Kohli,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,Tampa Bay Rays,bat,New York Mets,wickets,6,N,D/L,AK Chaudhary,HDPK Dharmasena
829809,Philadelphia,2015-05-16,P Negi,Citizens Bank Park,0,Philadelphia Phillies,San Francisco Giants,Philadelphia Phillies,bat,San Francisco Giants,wickets,7,N,NA,CK Nandan,C Shamshuddin
829811,Cumberland,2015-05-16,SR Watson,Truist Park,0,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,bat,Milwaukee Brewers,runs,9,N,NA,RM Deshpande,RK Illingworth
829813,"Queens, New York",2015-05-17,NA,Citi Field,0,New York Mets,Washington Nationals,New York Mets,field,NA,NA,NA,NA,NA,HDPK Dharmasena,K Srinivasan
829815,Oakland,2015-05-17,MJ McClenaghan,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,bat,Atlanta Braves,wickets,9,N,NA,CB Gaffaney,K Srinath
829817,Cumberland,2015-05-19,KA Pollard,Truist Park,0,San Francisco Giants,Atlanta Braves,Atlanta Braves,bat,Atlanta Braves,runs,25,N,NA,HDPK Dharmasena,RK Illingworth
829819,San Diego,2015-05-20,AB de Villiers,	Petco Park,0,New York Mets,Milwaukee Brewers,New York Mets,bat,New York Mets,runs,71,N,NA,AK Chaudhary,C Shamshuddin
829821,Oakland,2015-05-22,A Nehra,	RingCentral Coliseum,0,San Francisco Giants,New York Mets,San Francisco Giants,field,San Francisco Giants,wickets,3,N,NA,AK Chaudhary,CB Gaffaney
829823,Chicago,2015-05-24,Grant Dayton,Guaranteed Rate Field,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,Pitch,Atlanta Braves,runs,41,N,NA,HDPK Dharmasena,RK Illingworth
980901,Cumberland,2016-04-09,Grant Dayton,Truist Park,0,Atlanta Braves,Cleveland Guardians Supergiants,Atlanta Braves,Pitch,Cleveland Guardians Supergiants,wickets,9,N,NA,HDPK Dharmasena,CK Nandan
980903,Chicago,2016-04-10,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Washington Nationals,Chicago Cubs,field,Chicago Cubs,wickets,9,N,NA,S Ravi,C Shamshuddin
980905,Philadelphia,2016-04-11,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Houston Astros,Houston Astros,field,Houston Astros,wickets,5,N,NA,AK Chaudhary,VA Kulkarni
980907,"Queens, New York",2016-04-12,AB de Villiers,Citi Field,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,New York Mets,runs,45,N,NA,HDPK Dharmasena,VK Sharma
980909,Chicago,2016-04-13,RG Sharma,	Guaranteed Rate Field,0,Chicago Cubs,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,Nitin Menon,S Ravi
980911,Cleveland,2016-04-14,AJ Finch,	Progressive Field,0,Houston Astros,Cleveland Guardians Supergiants,Cleveland Guardians Supergiants,bat,Houston Astros,wickets,7,N,NA,VA Kulkarni,CK Nandan
980913,Washington DC,2016-04-15,A Mishra,Nationals Park,0,Washington Nationals,Philadelphia Phillies,Washington Nationals,field,Washington Nationals,wickets,8,N,NA,S Ravi,C Shamshuddin
980915,Oakland,2016-04-16,G Gambhir,RingCentral Coliseum,0,Tampa Bay Rays,Chicago Cubs,Tampa Bay Rays,bat,Chicago Cubs,wickets,8,N,NA,AK Chaudhary,CK Nandan
980917,Cumberland,2016-04-16,Grant Dayton,Truist Park,0,Atlanta Braves,Houston Astros,Houston Astros,Pitch,Houston Astros,wickets,3,N,NA,HDPK Dharmasena,VK Sharma
980919,Philadelphia,2016-04-17,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Cleveland Guardians Supergiants,Cleveland Guardians Supergiants,bat,Philadelphia Phillies,wickets,6,N,NA,S Ravi,C Shamshuddin
980921,"Queens, New York",2016-04-17,Q de Kock,Citi Field,0,New York Mets,Washington Nationals,Washington Nationals,field,Washington Nationals,wickets,7,N,NA,VA Kulkarni,A Nand Kishore
980923,Oakland,2016-04-18,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,field,Tampa Bay Rays,wickets,7,N,NA,HDPK Dharmasena,VK Sharma
980925,Philadelphia,2016-04-19,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,S Ravi,C Shamshuddin
980927,Cumberland,2016-04-20,Grant Dayton,Truist Park,0,Atlanta Braves,New York Mets,Atlanta Braves,Pitch,Atlanta Braves,wickets,6,N,NA,AK Chaudhary,CK Nandan
980929,Cleveland,2016-04-21,B Kumar,	Progressive Field,0,Houston Astros,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,10,N,NA,K Bharatan,HDPK Dharmasena
980931,San Diego,2016-04-22,AB de Villiers,	Petco Park,0,Cleveland Guardians Supergiants,New York Mets,Cleveland Guardians Supergiants,field,New York Mets,runs,13,N,NA,CB Gaffaney,VK Sharma
980933,Washington DC,2016-04-23,SV Samson,Nationals Park,0,Washington Nationals,Atlanta Braves,Atlanta Braves,field,Washington Nationals,runs,10,N,NA,S Ravi,C Shamshuddin
980935,Oakland,2016-04-23,Mustafizur Rahman,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Tampa Bay Rays,field,Tampa Bay Rays,wickets,5,N,NA,AK Chaudhary,CK Nandan
980937,Cleveland,2016-04-24,V Kohli,	Progressive Field,0,Houston Astros,New York Mets,New York Mets,bat,Houston Astros,wickets,6,N,NA,K Bharatan,BNJ Oxenford
980939,San Diego,2016-04-24,SA Yadav,	Petco Park,0,Cleveland Guardians Supergiants,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,2,N,NA,CB Gaffaney,A Nand Kishore
980941,Philadelphia,2016-04-25,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,field,Atlanta Braves,runs,25,N,NA,Nitin Menon,RJ Tucker
980943,Oakland,2016-04-26,AB Dinda,RingCentral Coliseum,0,Tampa Bay Rays,Cleveland Guardians Supergiants,Cleveland Guardians Supergiants,field,Cleveland Guardians Supergiants,runs,34,N,D/L,AY Dandekar,CK Nandan
980945,Washington DC,2016-04-27,CH Morris,Nationals Park,0,Washington Nationals,Houston Astros,Washington Nationals,field,Houston Astros,runs,1,N,NA,M Erasmus,S Ravi
980947,Cumberland,2016-04-28,Johan Camargo,Truist Park,0,Atlanta Braves,Chicago Cubs,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,Nitin Menon,RJ Tucker
980949,San Diego,2016-04-29,DR Smith,	Petco Park,0,Cleveland Guardians Supergiants,Houston Astros,Houston Astros,field,Houston Astros,wickets,3,N,NA,CB Gaffaney,BNJ Oxenford
980951,Washington DC,2016-04-30,CR Brathwaite,Nationals Park,0,Washington Nationals,Chicago Cubs,Chicago Cubs,field,Washington Nationals,runs,27,N,NA,KN Ananthapadmanabhan,M Erasmus
980953,Oakland,2016-04-30,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,New York Mets,field,Tampa Bay Rays,runs,15,N,NA,AK Chaudhary,HDPK Dharmasena
980955,Cleveland,2016-05-01,AR Patel,	Progressive Field,0,Houston Astros,Philadelphia Phillies,Houston Astros,field,Philadelphia Phillies,runs,23,N,NA,BNJ Oxenford,VK Sharma
980957,San Diego,2016-05-01,RG Sharma,	Petco Park,0,Cleveland Guardians Supergiants,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,8,N,NA,AY Dandekar,RJ Tucker
980959,"Queens, New York",2016-05-02,AD Russell,Citi Field,0,New York Mets,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,5,N,NA,M Erasmus,S Ravi
980961,Cleveland,2016-05-03,RR Pant,	Progressive Field,0,Houston Astros,Washington Nationals,Washington Nationals,field,Washington Nationals,wickets,8,N,NA,CB Gaffaney,BNJ Oxenford
980963,Chicago,2016-05-04,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Philadelphia Phillies,Philadelphia Phillies,field,Chicago Cubs,runs,7,N,NA,AK Chaudhary,HDPK Dharmasena
980965,Washington DC,2016-05-05,AM Rahane,Nationals Park,0,Washington Nationals,Cleveland Guardians Supergiants,Cleveland Guardians Supergiants,field,Cleveland Guardians Supergiants,wickets,7,N,NA,C Shamshuddin,RJ Tucker
980967,Oakland,2016-05-06,B Kumar,RingCentral Coliseum,0,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,field,Tampa Bay Rays,wickets,5,N,NA,M Erasmus,S Ravi
980969,"Queens, New York",2016-05-07,V Kohli,Citi Field,0,New York Mets,Cleveland Guardians Supergiants,New York Mets,field,New York Mets,wickets,7,N,NA,CB Gaffaney,BNJ Oxenford
980971,Philadelphia,2016-05-07,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Washington Nationals,Washington Nationals,field,Philadelphia Phillies,runs,9,N,NA,HDPK Dharmasena,CK Nandan
980973,St. Petersburg,2016-05-08,Johan Camargo,	Tropicana Field,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,field,Tampa Bay Rays,runs,85,N,NA,S Ravi,C Shamshuddin
980975,Chicago,2016-05-08,P Kumar,	Guaranteed Rate Field,0,Chicago Cubs,Houston Astros,Houston Astros,field,Houston Astros,wickets,5,N,NA,M Erasmus,RJ Tucker
980977,Philadelphia,2016-05-09,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,New York Mets,Philadelphia Phillies,field,New York Mets,runs,1,N,NA,AK Chaudhary,HDPK Dharmasena
980979,St. Petersburg,2016-05-10,A Zampa,	Tropicana Field,0,Cleveland Guardians Supergiants,Tampa Bay Rays,Tampa Bay Rays,bat,Tampa Bay Rays,runs,4,N,NA,CB Gaffaney,VK Sharma
980981,"Queens, New York",2016-05-11,KH Pandya,Citi Field,0,New York Mets,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,6,N,NA,AY Dandekar,C Shamshuddin
980983,Oakland,2016-05-12,CH Morris,RingCentral Coliseum,0,Tampa Bay Rays,Washington Nationals,Washington Nationals,field,Washington Nationals,wickets,7,N,NA,K Bharatan,M Erasmus
